congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,party,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,sasc
110,Senate,14009,46,0,MS,200,R,0,1,"COCHRAN, William Thad",C000567,1937,2019,0.287,0.051,-162.31562,0.74162,543,80,,0.335,0.095,0
110,Senate,40302,33,0,MN,200,R,0,1,"COLEMAN, Norm",C001057,1949,,0.185,-0.125,-152.00508,0.751,531,74,,0.174,-0.014,0
110,Senate,49703,2,0,ME,200,R,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.121,-0.505,-185.7684,0.71337,550,82,,0.097,-0.646,1
110,Senate,15502,36,0,ND,100,D,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-89.37574,0.848,542,33,,-0.28,0.51,0
110,Senate,40705,54,0,TN,200,R,0,1,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.344,-186.37212,0.70858,541,89,,0.372,-0.201,1
110,Senate,40305,49,0,TX,200,R,0,1,"CORNYN, John",C001056,1952,,0.47,-0.064,-104.00251,0.82121,528,43,,0.487,0.058,1
110,Senate,14809,63,0,ID,200,R,0,1,"CRAIG, Larry Edwin",C000858,1945,,0.494,-0.014,-144.69214,0.757,519,71,,0.429,-0.079,0
110,Senate,29345,63,0,ID,200,R,0,1,"CRAPO, Michael Dean",C000880,1951,,0.504,0.293,-118.85167,0.79979,532,61,,0.459,0.248,0
110,Senate,29936,48,0,SC,200,R,0,1,"DeMINT, James W.",D000595,1951,,0.7,-0.102,-62.35449,0.89,534,25,,0.82,-0.07,0
110,Senate,14213,1,0,CT,100,D,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-54.49703,0.877,417,23,,-0.373,-0.601,0
110,Senate,40303,47,0,NC,200,R,0,1,"DOLE, Elizabeth Hanford",D000601,1936,,0.363,0.124,-158.24045,0.739,524,72,,0.352,0.112,1
110,Senate,14103,66,0,NM,200,R,0,1,"DOMENICI, Pete Vichi",D000407,1932,2017,0.257,-0.247,-156.72318,0.74,520,71,,0.264,-0.306,0
110,Senate,14812,36,0,ND,100,D,0,1,"DORGAN, Byron Leslie",D000432,1942,,-0.267,0.09,-114.09598,0.81,541,54,,-0.308,0.633,0
110,Senate,15021,21,0,IL,100,D,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.347,-0.306,-39.63349,0.93011,547,12,,-0.392,-0.377,0
110,Senate,29537,65,0,NV,200,R,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-98.25512,0.83,528,43,,0.554,-0.352,1
110,Senate,49706,68,0,WY,200,R,0,1,"ENZI, Michael B.",E000285,1944,2021,0.545,0.199,-103.89855,0.82468,539,49,,0.567,0.243,0
110,Senate,49309,25,0,WI,100,D,0,1,"FEINGOLD, Russell Dana",F000061,1953,,-0.308,-0.951,-165.97253,0.74,551,73,,-0.988,0.152,0
110,Senate,49300,71,0,CA,100,D,0,1,"FEINSTEIN, Dianne",F000062,1933,2023,-0.268,-0.184,-73.91137,0.87097,535,33,,-0.254,-0.366,0
110,Senate,29566,48,0,SC,200,R,0,1,"GRAHAM, Lindsey O.",G000359,1955,,0.366,-0.277,-159.63179,0.73259,513,81,,0.47,-0.262,1
110,Senate,14226,31,0,IA,200,R,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.361,-0.036,-192.58617,0.70458,550,95,,0.332,0.026,0
110,Senate,14826,4,0,NH,200,R,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,-144.56655,0.763,535,74,,0.452,-0.837,0
110,Senate,49704,35,0,NE,200,R,0,1,"HAGEL, Charles Timothy (Chuck)",H001028,1946,,0.344,-0.498,-253.94082,0.607,509,113,,0.308,-0.707,0
110,Senate,14230,31,0,IA,100,D,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-65.16713,0.886,536,28,,-0.423,-0.259,0
110,Senate,14503,67,0,UT,200,R,0,1,"HATCH, Orrin Grant",H000338,1934,2022,0.382,-0.004,-164.08245,0.73797,540,73,,0.333,-0.008,0
110,Senate,49306,49,0,TX,200,R,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,1943,,0.356,0.012,-128.85742,0.789,543,56,,0.36,0.097,0
110,Senate,15424,53,0,OK,200,R,0,1,"INHOFE, James Mountain",I000024,1934,2024,0.552,0.045,-100.69071,0.82518,524,43,,0.7,0.425,1
110,Senate,4812,82,0,HI,100,D,0,1,"INOUYE, Daniel Ken",I000025,1924,2012,-0.319,0.062,-75.92887,0.861,507,33,,-0.259,0.041,0
110,Senate,29909,44,0,GA,200,R,0,1,"ISAKSON, Johnny",I000055,1944,2021,0.402,-0.011,-102.63695,0.82661,539,43,,0.436,0.092,0
110,Senate,15425,37,0,SD,100,D,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,2024,-0.25,0.143,-45.92208,0.859,301,22,,-0.204,0.384,0
110,Senate,10808,3,0,MA,100,D,0,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009,-0.443,-0.49,-63.94736,0.866,443,21,,-0.35,-0.608,1
110,Senate,14920,3,0,MA,100,D,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-51.75039,0.907,530,18,,-0.365,-0.538,0
110,Senate,40700,33,0,MN,100,D,0,1,"KLOBUCHAR, Amy",K000367,1960,,-0.278,-0.337,-78.81287,0.8649,543,35,,-0.3,-0.135,0
110,Senate,15703,25,0,WI,100,D,0,1,"KOHL, Herbert H.",K000305,1935,2023,-0.256,-0.406,-63.25436,0.892,551,25,,-0.286,-0.204,0
110,Senate,15429,61,0,AZ,200,R,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-131.02793,0.7849,541,56,,0.583,-0.507,0
110,Senate,49702,45,0,LA,100,D,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-142.15312,0.767,537,61,,-0.152,0.549,0
110,Senate,14914,12,0,NJ,100,D,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013,-0.382,-0.579,-40.59802,0.928,541,13,,-0.421,-0.508,0
110,Senate,14307,6,0,VT,100,D,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-72.90595,0.87522,547,31,,-0.416,-0.079,0
110,Senate,14709,23,0,MI,100,D,0,1,"LEVIN, Carl",L000261,1934,2021,-0.395,-0.116,-65.56103,0.887,546,26,,-0.336,-0.038,1
110,Senate,15704,1,0,CT,100,D,0,1,"LIEBERMAN, Joseph I.",L000304,1942,2024,-0.205,-0.312,-156.74762,0.745,533,68,,-0.133,-0.487,1
110,Senate,29305,42,0,AR,100,D,0,1,"LINCOLN, Blanche Lambert",L000035,1960,,-0.166,0.178,-94.73876,0.837,534,44,,-0.187,0.221,0
110,Senate,14031,46,0,MS,200,R,1,1,"LOTT, Chester Trent",L000447,1941,,0.39,0.194,-91.92665,0.762,338,45,,0.437,0.091,0
110,Senate,14506,22,0,IN,200,R,0,1,"LUGAR, Richard Green",L000504,1932,2019,0.304,-0.466,-184.123,0.714,546,93,,0.256,-0.655,0
110,Senate,40501,43,0,FL,200,R,0,1,"MARTINEZ, Melquiades R. (Mel)",M001162,1946,,0.333,-0.417,-174.06121,0.726,543,88,,0.344,-0.409,1
110,Senate,15039,61,0,AZ,200,R,0,1,"McCAIN, John Sidney, III",M000303,1936,2018,0.381,-0.626,-42.53879,0.80754,199,17,,0.442,-0.73,1
110,Senate,40701,34,0,MO,100,D,0,1,"McCASKILL, Claire",M001170,1953,,-0.143,0.023,-215.69865,0.6697,538,92,,-0.21,0.364,1
110,Senate,14921,51,0,KY,200,R,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.023,-111.04714,0.81687,549,43,,0.43,-0.033,0
110,Senate,29373,12,0,NJ,100,D,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-55.50399,0.90283,543,24,,-0.423,-0.576,0
110,Senate,14440,52,0,MD,100,D,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-82.3516,0.859,542,37,,-0.258,-0.102,0
110,Senate,40300,81,0,AK,200,R,0,1,"MURKOWSKI, Lisa",M001153,1957,,0.206,-0.304,-152.66435,0.75374,540,62,,0.23,-0.363,0
110,Senate,49308,73,0,WA,100,D,0,1,"MURRAY, Patty",M001111,1950,,-0.354,-0.315,-46.90345,0.91636,537,19,,-0.35,-0.223,0
110,Senate,14651,43,0,FL,100,D,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-108.25208,0.81865,541,56,,-0.247,0.028,1
110,Senate,40103,35,0,NE,100,D,0,1,"NELSON, Earl Benjamin (Ben)",N000180,1941,,-0.03,0.588,-114.48679,0.81,543,42,,-0.084,0.673,1
110,Senate,40502,21,0,IL,100,D,0,1,"OBAMA, Barack",O000167,1961,,-0.343,-0.434,-30.80198,0.903,303,9,,-0.357,-0.512,0
110,Senate,40301,42,0,AR,100,D,0,1,"PRYOR, Mark",P000590,1963,,-0.199,0.463,-94.81818,0.841,549,40,,-0.174,0.465,1
110,Senate,29142,5,0,RI,100,D,0,1,"REED, John F. (Jack)",R000122,1949,,-0.362,-0.166,-67.5748,0.88379,547,29,,-0.367,-0.32,1
110,Senate,15054,65,0,NV,100,D,0,1,"REID, Harry",R000146,1939,2021,-0.276,0.258,-150.55397,0.76,548,59,,-0.317,0.206,0
110,Senate,14852,32,0,KS,200,R,0,1,"ROBERTS, Charles Patrick (Pat)",R000307,1936,,0.413,-0.09,-162.89546,0.73918,539,82,,0.326,0.087,0
110,Senate,14922,56,0,WV,100,D,0,1,"ROCKEFELLER, John Davison IV (Jay)",R000361,1937,,-0.326,0.177,-92.70446,0.838,523,50,,-0.28,0.346,0
110,Senate,40500,62,0,CO,100,D,0,1,"SALAZAR, Kenneth Lee",S001163,1955,,-0.223,0.042,-77.20478,0.869,550,35,,-0.202,-0.001,0
110,Senate,29147,6,0,VT,328,I,0,1,"SANDERS, Bernard",S000033,1941,,-0.543,-0.421,-71.8811,0.87686,547,36,,-0.599,0.07,0
110,Senate,14858,13,0,NY,100,D,0,1,"SCHUMER, Charles Ellis (Chuck)",S000148,1950,,-0.355,-0.419,-44.5877,0.92089,541,15,,-0.369,-0.474,0
110,Senate,49700,41,0,AL,200,R,0,1,"SESSIONS, Jefferson Beauregard III (Jeff)",S001141,1946,,0.549,0.13,-131.66522,0.78363,540,65,,0.501,0.077,1
110,Senate,94659,41,0,AL,200,R,0,1,"SHELBY, Richard C.",S000320,1934,,0.446,0.57,-141.02238,0.77238,546,63,,0.427,0.342,0
110,Senate,49705,72,0,OR,200,R,0,1,"SMITH, Gordon Harold",S001142,1952,,0.192,-0.21,-207.12565,0.685,547,102,,0.134,-0.139,0
110,Senate,14661,2,0,ME,200,R,0,1,"SNOWE, Olympia Jean",S000663,1947,,0.091,-0.548,-176.02011,0.726,550,72,,0.053,-0.438,0
110,Senate,14910,14,0,PA,200,R,0,1,"SPECTER, Arlen",S000709,1930,2012,0.068,-0.627,-199.23388,0.693,543,100,,0.122,-0.551,0
110,Senate,29732,23,0,MI,100,D,0,1,"STABENOW, Deborah Ann",S000770,1950,,-0.343,-0.019,-70.294,0.87899,545,29,,-0.388,0.24,0
110,Senate,12109,81,0,AK,200,R,0,1,"STEVENS, Theodore Fulton (Ted)",S000888,1923,2010,0.219,-0.5,-160.3039,0.738,528,65,,0.221,-0.218,0
110,Senate,29740,4,0,NH,200,R,0,1,"SUNUNU, John E.",S001078,1964,,0.473,-0.52,-197.3818,0.695,542,87,,0.376,-0.592,0
110,Senate,40702,64,0,MT,100,D,0,1,"TESTER, Jon",T000464,1956,,-0.213,0.153,-121.08903,0.80011,543,61,,-0.278,0.563,0
110,Senate,15633,68,0,WY,200,R,1,1,"THOMAS, Craig Lyle",T000162,1933,2007,0.446,-0.128,-32.51516,0.766,122,11,,0.541,0.14,0
110,Senate,29754,37,0,SD,200,R,0,1,"THUNE, John",T000250,1961,,0.433,0.225,-125.79295,0.79456,547,60,,0.431,0.172,1
110,Senate,29918,45,0,LA,200,R,0,1,"VITTER, David",V000127,1961,,0.495,0.323,-118.05491,0.801,532,57,,0.565,0.485,0
110,Senate,49903,24,0,OH,200,R,0,1,"VOINOVICH, George Victor",V000126,1936,2016,0.239,-0.803,-294.43741,0.581,543,147,,0.24,-0.846,0
110,Senate,14712,40,0,VA,200,R,0,1,"WARNER, John William",W000154,1927,2021,0.262,-0.131,-148.75207,0.744,503,69,,0.252,-0.318,1
110,Senate,40706,40,0,VA,100,D,0,1,"WEBB, James H. (Jim)",W000803,1946,,-0.169,0.023,-114.1986,0.811,544,48,,-0.231,0.109,1
110,Senate,40704,5,0,RI,100,D,0,1,"WHITEHOUSE, Sheldon",W000802,1955,,-0.353,-0.112,-69.30973,0.88119,548,28,,-0.382,-0.438,0
110,Senate,29534,46,0,MS,200,R,2,2,"WICKER, Roger F.",W000437,1951,,0.377,0.341,-33.07751,0.82954,177,12,,0.397,0.561,1
111,Senate,14871,72,0,OR,100,D,0,1,"WYDEN, Ronald Lee",W000779,1949,,-0.332,-0.486,-71.47556,0.87581,539,26,,-0.323,-0.327,0
111,Senate,14400,82,0,HI,100,D,0,1,"AKAKA, Daniel Kahikina",A000069,1924,2018,-0.419,0.273,-42.8555,0.933,615,20,,-0.428,0.39,1
111,Senate,40304,54,0,TN,200,R,0,1,"ALEXANDER, Lamar",A000360,1940,,0.324,-0.176,-157.59305,0.77134,607,83,,0.283,-0.237,0
111,Senate,40707,68,0,WY,200,R,0,1,"BARRASSO, John A.",B001261,1952,,0.538,0.198,-70.12369,0.8924,616,35,,0.538,0.226,0
111,Senate,14203,64,0,MT,100,D,0,1,"BAUCUS, Max Sieben",B000243,1941,,-0.212,0.017,-99.0462,0.851,612,41,,-0.242,0.355,0
111,Senate,49901,22,0,IN,100,D,0,1,"BAYH, Evan",B001233,1955,,-0.158,-0.142,-340.29728,0.559,585,152,,-0.073,-0.073,1
111,Senate,40900,81,0,AK,100,D,0,1,"BEGICH, Mark",B001265,1962,,-0.235,0.15,-87.37909,0.864,600,35,,-0.238,0.195,1
111,Senate,40910,62,0,CO,100,D,2,5,"BENNET, Michael F.",B001267,1964,,-0.235,-0.185,-116.94249,0.82477,607,50,,-0.211,-0.129,0
111,Senate,49307,67,0,UT,200,R,0,1,"BENNETT, Robert",B000382,1933,2016,0.331,-0.11,-132.59838,0.794,574,64,,0.312,-0.061,0
111,Senate,14101,11,0,DE,100,D,1,1,"BIDEN, Joseph Robinette, Jr.",B000444,1942,,-0.314,-0.042,,,,,,-0.741,0.672,0
111,Senate,14912,66,0,NM,100,D,0,1,"BINGAMAN, Jesse Francis, Jr. (Jeff)",B000468,1943,,-0.266,0.045,-91.20556,0.862,616,35,,-0.32,0.137,1
111,Senate,15501,34,0,MO,200,R,0,1,"BOND, Christopher Samuel (Kit)",B000611,1939,,0.31,-0.169,-200.34262,0.701,564,100,,0.248,-0.033,0
111,Senate,15011,71,0,CA,100,D,0,1,"BOXER, Barbara",B000711,1940,,-0.45,-0.423,-71.07957,0.889,607,23,,-0.338,-0.282,0
111,Senate,40913,3,0,MA,200,R,3,2,"BROWN, Scott P.",B001268,1959,,0.128,-0.294,-76.32161,0.732,245,38,,0.177,-0.106,1
111,Senate,29389,24,0,OH,100,D,0,1,"BROWN, Sherrod",B000944,1952,,-0.425,-0.097,-33.42602,0.94659,609,13,,-0.454,-0.263,0
111,Senate,29523,32,0,KS,200,R,0,1,"BROWNBACK, Sam Dale",B000953,1956,,0.439,-0.306,-107.38746,0.831,579,54,,0.419,-0.389,0
111,Senate,15406,51,0,KY,200,R,0,1,"BUNNING, James Paul David",B001066,1931,2017,0.521,-0.049,-90.44553,0.854,574,30,,0.632,-0.196,0
111,Senate,29548,47,0,NC,200,R,0,1,"BURR, Richard M.",B001135,1955,,0.435,-0.07,-93.6133,0.85576,601,36,,0.491,-0.105,1
111,Senate,40903,21,0,IL,100,D,2,5,"BURRIS, Roland",B001266,1937,,-0.468,0.044,-26.54473,0.954,564,9,,-0.468,0.078,0
111,Senate,1366,56,0,WV,100,D,1,1,"BYRD, Robert Carlyle",B001210,1917,2010,-0.309,0.729,-59.00211,0.815,288,25,,-0.3,0.945,0
111,Senate,39310,73,0,WA,100,D,0,1,"CANTWELL, Maria E.",C000127,1958,,-0.306,-0.405,-111.40934,0.83381,613,45,,-0.264,-0.392,0
111,Senate,15408,52,0,MD,100,D,0,1,"CARDIN, Benjamin Louis",C000141,1943,,-0.32,-0.224,-46.25798,0.92766,616,14,,-0.437,-0.194,0
111,Senate,15015,11,0,DE,100,D,0,1,"CARPER, Thomas Richard",C000174,1947,,-0.179,-0.225,-126.35763,0.81345,612,50,,-0.259,-0.106,0
111,Senate,40703,14,0,PA,100,D,0,1,"CASEY, Robert (Bob), Jr.",C001070,1960,,-0.313,0.166,-71.52944,0.89037,616,26,,-0.347,0.494,0
111,Senate,29512,44,0,GA,200,R,0,1,"CHAMBLISS, Saxby",C000286,1943,,0.423,0.205,-83.19101,0.868,588,34,,0.476,0.096,1
111,Senate,40105,13,0,NY,100,D,1,1,"CLINTON, Hillary Rodham",C001041,1947,,-0.367,-0.243,,,,,,-0.592,0.549,0
111,Senate,29555,53,0,OK,200,R,0,1,"COBURN, Thomas Allen",C000560,1948,2020,0.782,0.055,-47.67462,0.924,605,19,,0.843,-0.238,0
111,Senate,14009,46,0,MS,200,R,0,1,"COCHRAN, William Thad",C000567,1937,2019,0.287,0.051,-171.49454,0.75527,611,83,,0.281,0.235,0
111,Senate,49703,2,0,ME,200,R,0,1,"COLLINS, Susan Margaret",C001035,1952,,0.121,-0.505,-170.20423,0.75858,616,76,,0.087,-0.476,1
111,Senate,15502,36,0,ND,100,D,0,1,"CONRAD, Kent",C000705,1948,,-0.296,0.582,-98.16397,0.849,601,41,,-0.26,0.399,0
111,Senate,40916,11,0,DE,100,D,3,2,"COONS, Christopher A.",C001088,1963,,-0.236,-0.225,-3.49456,0.92365,44,1,,-0.396,0.09,1
111,Senate,40705,54,0,TN,200,R,0,1,"CORKER, Robert (Bob)",C001071,1952,,0.395,-0.344,-145.78071,0.78804,612,64,,0.371,-0.469,0
111,Senate,40305,49,0,TX,200,R,0,1,"CORNYN, John",C001056,1952,,0.47,-0.064,-81.72251,0.87326,603,27,,0.549,0.196,0
111,Senate,29345,63,0,ID,200,R,0,1,"CRAPO, Michael Dean",C000880,1951,,0.504,0.293,-78.25946,0.87941,609,31,,0.508,0.508,0
111,Senate,29936,48,0,SC,200,R,0,1,"DeMINT, James W.",D000595,1951,,0.7,-0.102,-54.83432,0.913,602,23,,0.801,-0.032,0
111,Senate,14213,1,0,CT,100,D,0,1,"DODD, Christopher John",D000388,1944,,-0.328,-0.317,-50.73445,0.919,601,18,,-0.367,-0.095,0
111,Senate,14812,36,0,ND,100,D,0,1,"DORGAN, Byron Leslie",D000432,1942,,-0.267,0.09,-105.03081,0.841,607,44,,-0.266,0.26,0
111,Senate,15021,21,0,IL,100,D,0,1,"DURBIN, Richard Joseph",D000563,1944,,-0.347,-0.306,-48.49196,0.92382,612,16,,-0.5,-0.362,0
111,Senate,29537,65,0,NV,200,R,0,1,"ENSIGN, John Eric",E000194,1958,,0.508,-0.464,-109.71997,0.834,604,45,,0.516,-0.37,0
111,Senate,49706,68,0,WY,200,R,0,1,"ENZI, Michael B.",E000285,1944,2021,0.545,0.199,-76.96127,0.88036,604,38,,0.53,0.146,0
111,Senate,49309,25,0,WI,100,D,0,1,"FEINGOLD, Russell Dana",F000061,1953,,-0.308,-0.951,-265.2738,0.65,615,129,,-0.23,-0.973,0
111,Senate,49300,71,0,CA,100,D,0,1,"FEINSTEIN, Dianne",F000062,1933,2023,-0.268,-0.184,-75.24408,0.88466,614,28,,-0.336,-0.204,0
111,Senate,40904,33,0,MN,100,D,0,1,"FRANKEN, Al",F000457,1951,,-0.399,-0.169,-32.04064,0.92621,418,13,,-0.432,-0.15,0
111,Senate,20735,13,0,NY,100,D,2,2,"GILLIBRAND, Kirsten",G000555,1966,,-0.454,-0.332,-40.04113,0.93502,596,17,,-0.418,-0.226,0
111,Senate,40914,56,0,WV,100,D,2,5,"GOODWIN, Carte P.",G000561,1974,,-0.747,-0.063,-0.19241,0.995,37,0,,-0.741,-0.119,0
111,Senate,29566,48,0,SC,200,R,0,1,"GRAHAM, Lindsey O.",G000359,1955,,0.366,-0.277,-114.03995,0.82743,602,47,,0.421,-0.2,1
111,Senate,14226,31,0,IA,200,R,0,1,"GRASSLEY, Charles Ernest",G000386,1933,,0.361,-0.036,-147.00654,0.78769,616,71,,0.387,0.003,0
111,Senate,14826,4,0,NH,200,R,0,1,"GREGG, Judd Alan",G000445,1947,,0.429,-0.737,-149.54081,0.761,548,81,,0.344,-0.78,0
111,Senate,40907,47,0,NC,100,D,0,1,"HAGAN, Kay",H001049,1953,2019,-0.202,0.281,-121.38543,0.819,608,39,,-0.212,0.249,1
111,Senate,14230,31,0,IA,100,D,0,1,"HARKIN, Thomas Richard (Tom)",H000206,1939,,-0.351,-0.546,-60.00287,0.906,608,26,,-0.518,-0.439,0
111,Senate,14503,67,0,UT,200,R,0,1,"HATCH, Orrin Grant",H000338,1934,2022,0.382,-0.004,-127.4901,0.80914,602,57,,0.353,-0.061,0
111,Senate,49306,49,0,TX,200,R,0,1,"HUTCHISON, Kathryn Ann Bailey (Kay)",H001016,1943,,0.356,0.012,-99.32698,0.838,561,46,,0.372,0.122,0
111,Senate,15424,53,0,OK,200,R,0,1,"INHOFE, James Mountain",I000024,1934,2024,0.552,0.045,-83.48166,0.86889,594,29,,0.595,0.033,1
111,Senate,4812,82,0,HI,100,D,0,1,"INOUYE, Daniel Ken",I000025,1924,2012,-0.319,0.062,-43.66876,0.931,612,19,,-0.397,0.102,0
111,Senate,29909,44,0,GA,200,R,0,1,"ISAKSON, Johnny",I000055,1944,2021,0.402,-0.011,-100.81701,0.83279,551,39,,0.433,-0.08,0
111,Senate,40905,35,0,NE,200,R,0,1,"JOHANNS, Mike",J000291,1950,,0.391,0.293,-122.98633,0.811,586,53,,0.402,-0.028,0
111,Senate,15425,37,0,SD,100,D,0,1,"JOHNSON, Timothy Peter (Tim)",J000177,1946,2024,-0.25,0.143,-65.3814,0.898,605,18,,-0.344,0.419,0
111,Senate,40901,11,0,DE,100,D,2,5,"KAUFMAN, Edward E. (Ted)",K000373,1939,,-0.391,-0.126,-52.71229,0.91,562,19,,-0.389,-0.134,0
111,Senate,10808,3,0,MA,100,D,1,1,"KENNEDY, Edward Moore (Ted)",K000105,1932,2009,-0.443,-0.49,,,,,,-0.735,0.181,0
111,Senate,14920,3,0,MA,100,D,0,1,"KERRY, John Forbes",K000148,1943,,-0.352,-0.382,-45.70761,0.927,604,17,,-0.402,-0.019,0
111,Senate,20115,21,0,IL,200,R,3,2,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,,,,,,0.33,-0.705,1
111,Senate,40912,3,0,MA,100,D,2,5,"KIRK, Paul G., Jr.",K000374,1938,,-0.517,0.012,-3.5084,0.964,95,1,,-0.52,0.176,0
111,Senate,40700,33,0,MN,100,D,0,1,"KLOBUCHAR, Amy",K000367,1960,,-0.278,-0.337,-126.65607,0.81278,611,55,,-0.207,-0.224,0
111,Senate,15703,25,0,WI,100,D,0,1,"KOHL, Herbert H.",K000305,1935,2023,-0.256,-0.406,-77.87947,0.881,615,30,,-0.259,-0.217,0
111,Senate,15429,61,0,AZ,200,R,0,1,"KYL, Jon Llewellyn",K000352,1942,,0.548,-0.413,-85.06927,0.86943,608,39,,0.532,-0.506,0
111,Senate,49702,45,0,LA,100,D,0,1,"LANDRIEU, Mary L.",L000550,1955,,-0.203,0.444,-99.21112,0.845,590,32,,-0.248,0.478,0
111,Senate,14914,12,0,NJ,100,D,0,1,"LAUTENBERG, Frank Raleigh",L000123,1924,2013,-0.382,-0.579,-39.74582,0.936,600,15,,-0.411,-0.134,0
111,Senate,14307,6,0,VT,100,D,0,1,"LEAHY, Patrick Joseph",L000174,1940,,-0.36,-0.121,-49.6503,0.92134,606,20,,-0.438,-0.035,0
111,Senate,40911,43,0,FL,200,R,2,5,"LEMIEUX, George S.",L000572,1969,,0.34,0.081,-71.21728,0.821,360,31,,0.339,0.091,1
111,Senate,14709,23,0,MI,100,D,0,1,"LEVIN, Carl",L000261,1934,2021,-0.395,-0.116,-47.95866,0.925,615,19,,-0.417,-0.109,1
111,Senate,15704,1,0,CT,100,D,0,1,"LIEBERMAN, Joseph I.",L000304,1942,2024,-0.205,-0.312,-143.51583,0.787,599,62,,-0.209,-0.384,1
111,Senate,29305,42,0,AR,100,D,0,1,"LINCOLN, Blanche Lambert",L000035,1960,,-0.166,0.178,-164.80066,0.757,592,78,,-0.112,0.247,0
111,Senate,14506,22,0,IN,200,R,0,1,"LUGAR, Richard Green",L000504,1932,2019,0.304,-0.466,-172.99602,0.753,611,85,,0.26,-0.496,0
111,Senate,40915,56,0,WV,100,D,3,2,"MANCHIN, Joe, III",M001183,1947,,-0.057,0.4,-10.49036,0.77425,41,6,,-0.114,0.629,1
111,Senate,40501,43,0,FL,200,R,1,1,"MARTINEZ, Melquiades R. (Mel)",M001162,1946,,0.333,-0.417,-78.9308,0.713,233,38,,0.288,-0.306,0
111,Senate,15039,61,0,AZ,200,R,0,1,"McCAIN, John Sidney, III",M000303,1936,2018,0.381,-0.626,-106.88463,0.83855,607,43,,0.499,-0.508,1
111,Senate,40701,34,0,MO,100,D,0,1,"McCASKILL, Claire",M001170,1953,,-0.143,0.023,-296.99569,0.61257,606,111,,-0.146,-0.17,1
111,Senate,14921,51,0,KY,200,R,0,1,"McCONNELL, Addison Mitchell (Mitch)",M000355,1942,,0.403,0.023,-88.39655,0.86612,615,45,,0.458,-0.09,0
111,Senate,29373,12,0,NJ,100,D,0,1,"MENENDEZ, Robert",M000639,1954,,-0.366,-0.126,-56.77035,0.91113,610,17,,-0.362,-0.412,0
111,Senate,40908,72,0,OR,100,D,0,1,"MERKLEY, Jeff",M001176,1956,,-0.453,-0.736,-65.65486,0.89843,613,28,,-0.382,-0.584,0
111,Senate,14440,52,0,MD,100,D,0,1,"MIKULSKI, Barbara Ann",M000702,1936,,-0.37,-0.128,-29.16494,0.95,567,9,,-0.4,-0.096,0
111,Senate,40300,81,0,AK,200,R,0,1,"MURKOWSKI, Lisa",M001153,1957,,0.206,-0.304,-157.0289,0.76493,586,75,,0.218,-0.211,0
111,Senate,49308,73,0,WA,100,D,0,1,"MURRAY, Patty",M001111,1950,,-0.354,-0.315,-57.10605,0.90964,603,24,,-0.318,-0.059,0
111,Senate,14651,43,0,FL,100,D,0,1,"NELSON, Clarence William (Bill)",N000032,1942,,-0.193,0.337,-111.42153,0.8318,605,46,,-0.219,-0.03,1
111,Senate,40103,35,0,NE,100,D,0,1,"NELSON, Earl Benjamin (Ben)",N000180,1941,,-0.03,0.588,-175.41729,0.752,616,71,,-0.007,0.648,1
111,Senate,40301,42,0,AR,100,D,0,1,"PRYOR, Mark",P000590,1963,,-0.199,0.463,-109.64356,0.836,612,50,,-0.194,0.342,0
111,Senate,29142,5,0,RI,100,D,0,1,"REED, John F. (Jack)",R000122,1949,,-0.362,-0.166,-42.4481,0.93289,611,15,,-0.462,-0.167,1
111,Senate,15054,65,0,NV,100,D,0,1,"REID, Harry",R000146,1939,2021,-0.276,0.258,-110.20734,0.836,616,38,,-0.323,0.45,0
111,Senate,40902,63,0,ID,200,R,0,1,"RISCH, James",R000584,1943,,0.55,0.389,-65.14422,0.89902,612,30,,0.533,0.592,0
