congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,party,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2,hasc
111,House,29746,47,7,NC,100,D,0,1,"McINTYRE, Mike",M000485,1956,,-0.148,0.56,-263.94269,0.763,975,114,,-0.116,0.573,1
111,House,20341,47,13,NC,100,D,0,1,"MILLER, Brad",M001154,1953,,-0.376,0.063,-51.10851,0.949,977,16,,-0.386,0.152,0
111,House,29549,47,9,NC,200,R,0,1,"MYRICK, Sue",M001134,1941,,0.56,0.027,-128.88974,0.874,959,40,,0.565,-0.131,0
111,House,15438,47,4,NC,100,D,0,1,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-52.35001,0.94809,982,18,,-0.475,0.081,0
111,House,20737,47,11,NC,100,D,0,1,"SHULER, Heath",S001171,1971,,-0.07,0.224,-407.17293,0.646,931,215,,-0.035,0.4,0
111,House,29383,47,12,NC,100,D,0,1,"WATT, Melvin L.",W000207,1945,,-0.526,-0.155,-82.45118,0.919,970,31,,-0.508,-0.358,0
111,House,20125,64,1,MT,200,R,0,1,"REHBERG, Denny",R000571,1955,,0.337,0.244,-135.69759,0.871,983,44,,0.329,0.406,0
111,House,20761,46,1,MS,100,D,0,1,"CHILDERS, Travis W.",C001074,1958,,-0.011,0.631,-312.129,0.724,968,152,,-0.011,0.632,0
111,House,20925,46,3,MS,200,R,0,1,"HARPER, Gregg",H001045,1956,,0.384,0.48,-172.89043,0.83519,960,75,,0.45,0.329,0
111,House,15637,46,4,MS,100,D,0,1,"TAYLOR, Gary Eugene (Gene)",T000074,1953,,-0.045,0.893,-447.59529,0.622,944,231,,0.018,0.535,1
111,House,29368,46,2,MS,100,D,0,1,"THOMPSON, Bennie",T000193,1948,,-0.519,0.391,-67.55825,0.93211,961,25,,-0.468,0.105,0
111,House,21996,95,0,MP,100,D,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,-0.419,-0.252,-15.81433,0.93124,222,7,,-0.444,0.214,0
111,House,91996,95,1,MP,328,I,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,,,,,,,,,,0
111,House,20123,34,2,MO,200,R,0,1,"AKIN, W. Todd",A000358,1947,2021,0.612,0.235,-139.36478,0.861,934,63,,0.626,0.263,1
111,House,29735,34,7,MO,200,R,0,1,"BLUNT, Roy",B000575,1950,,0.398,0.18,-172.39521,0.81949,866,71,,0.433,0.176,0
111,House,20516,34,3,MO,100,D,0,1,"CARNAHAN, Russ",C001060,1958,,-0.347,-0.005,-46.8723,0.953,976,15,,-0.342,0.119,0
111,House,20147,34,1,MO,100,D,0,1,"CLAY, William Lacy, Jr.",C001049,1956,,-0.481,-0.078,-118.37927,0.88155,939,38,,-0.451,-0.4,0
111,House,20517,34,5,MO,100,D,0,1,"CLEAVER, Emanuel, II",C001061,1944,,-0.452,-0.001,-79.34355,0.92067,960,24,,-0.459,-0.179,0
111,House,29736,34,8,MO,200,R,0,1,"EMERSON, Jo Ann",E000172,1950,,0.269,0.274,-201.49586,0.812,967,85,,0.274,0.342,0
111,House,20124,34,6,MO,200,R,0,1,"GRAVES, Samuel",G000546,1963,,0.448,0.164,-127.15682,0.86878,904,38,,0.489,-0.062,0
111,House,20926,34,9,MO,200,R,0,1,"LUETKEMEYER, Blaine",L000569,1952,,0.45,0.247,-145.94132,0.86124,977,58,,0.484,-0.064,0
111,House,14451,34,4,MO,100,D,0,1,"SKELTON, Isaac Newton, IV (Ike)",S000465,1931,2013,-0.172,0.724,-180.98353,0.83,969,59,,-0.233,0.69,1
111,House,20728,33,6,MN,200,R,0,1,"BACHMANN, Michele",B001256,1956,,0.584,-0.03,-122.75121,0.871,888,39,,0.584,-0.108,0
111,House,20727,33,5,MN,100,D,0,1,"ELLISON, Keith",E000288,1963,,-0.537,-0.58,-62.68177,0.93315,906,26,,-0.546,-0.649,0
111,House,20333,33,2,MN,200,R,0,1,"KLINE, John",K000363,1947,,0.49,0.154,-153.09206,0.854,969,56,,0.537,-0.16,1
111,House,20122,33,4,MN,100,D,0,1,"McCOLLUM, Betty",M001143,1954,,-0.419,-0.184,-46.62686,0.95249,958,14,,-0.446,-0.049,0
111,House,14265,33,8,MN,100,D,0,1,"OBERSTAR, James Louis",O000006,1934,2014,-0.553,0.304,-91.28729,0.91,965,34,,-0.449,0.205,0
111,House,20924,33,3,MN,200,R,0,1,"PAULSEN, Erik",P000594,1965,,0.402,-0.191,-179.56544,0.83304,983,79,,0.4,-0.34,0
111,House,29127,33,7,MN,100,D,0,1,"PETERSON, Collin Clark",P000258,1944,,-0.148,0.712,-222.85301,0.79586,976,82,,-0.219,0.976,0
111,House,20726,33,1,MN,100,D,0,1,"WALZ, Tim",W000799,1964,,-0.275,0.131,-121.57322,0.88344,981,38,,-0.268,0.145,0
111,House,29124,23,4,MI,200,R,0,1,"CAMP, David Lee",C000071,1953,,0.385,-0.048,-174.662,0.834,961,77,,0.349,0.19,0
111,House,10713,23,14,MI,100,D,0,1,"CONYERS, John, Jr.",C000714,1929,2019,-0.658,-0.512,-101.67996,0.89215,891,33,,-0.549,-0.24,0
111,House,2605,23,15,MI,100,D,0,1,"DINGELL, John David, Jr.",D000355,1926,2019,-0.448,0.313,-57.77278,0.941,952,22,,-0.448,0.315,0
111,House,29362,23,3,MI,200,R,0,1,"EHLERS, Vernon James",E000092,1934,2017,0.316,-0.622,-352.85504,0.689,949,150,,0.31,-0.902,0
111,House,29361,23,2,MI,200,R,0,1,"HOEKSTRA, Peter",H000676,1953,,0.516,-0.262,-153.45636,0.821,779,51,,0.554,-0.264,0
111,House,14430,23,5,MI,100,D,0,1,"KILDEE, Dale Edward",K000172,1929,2021,-0.385,0.011,-59.66093,0.941,986,18,,-0.404,0.334,0
111,House,29733,23,13,MI,100,D,0,1,"KILPATRICK, Carolyn Cheeks",K000180,1945,,-0.491,-0.172,-84.46774,0.909,890,35,,-0.501,-0.168,0
111,House,15033,23,12,MI,100,D,0,1,"LEVIN, Sander Martin",L000263,1931,,-0.379,-0.091,-45.93515,0.95398,975,11,,-0.419,0.221,0
111,House,20332,23,11,MI,200,R,0,1,"McCOTTER, Thaddeus George",M001147,1965,,0.335,0.012,-215.43737,0.802,976,108,,0.394,-0.396,0
111,House,20331,23,10,MI,200,R,0,1,"MILLER, Candice S.",M001150,1954,,0.343,-0.001,-225.73602,0.795,986,101,,0.284,0.009,0
111,House,20923,23,9,MI,100,D,0,1,"PETERS, Gary C.",P000595,1958,,-0.248,-0.186,-237.54207,0.78533,983,80,,-0.178,-0.133,0
111,House,20120,23,8,MI,200,R,0,1,"ROGERS, Mike",R000572,1963,,0.4,0.098,-173.36312,0.832,941,80,,0.408,-0.165,0
111,House,20922,23,7,MI,100,D,0,1,"SCHAUER, Mark H.",S001178,1961,,-0.233,-0.359,-258.87002,0.767,978,76,,-0.238,-0.473,0
111,House,29360,23,1,MI,100,D,0,1,"STUPAK, Bart T.",S001045,1952,,-0.396,0.701,-186.45843,0.815,913,61,,-0.352,0.765,0
111,House,15446,23,6,MI,200,R,0,1,"UPTON, Frederick Stephen",U000031,1953,,0.32,-0.355,-194.63506,0.82086,986,81,,0.323,-0.282,0
111,House,20328,2,2,ME,100,D,0,1,"MICHAUD, Michael H.",M001149,1955,,-0.283,-0.071,-219.74338,0.8,985,85,,-0.236,-0.244,0
111,House,20920,2,1,ME,100,D,0,1,"PINGREE, Chellie",P000597,1955,,-0.423,-0.367,-63.63792,0.9354,953,21,,-0.468,-0.318,1
111,House,29356,52,6,MD,200,R,0,1,"BARTLETT, Roscoe Gardner",B000208,1926,,0.493,-0.091,-278.69651,0.752,979,129,,0.472,0.089,1
111,House,29587,52,7,MD,100,D,0,1,"CUMMINGS, Elijah Eugene",C000984,1951,2019,-0.438,-0.148,-64.01909,0.93626,972,20,,-0.437,-0.09,0
111,House,20763,52,4,MD,100,D,0,1,"EDWARDS, Donna F.",E000290,1958,,-0.562,-0.294,-62.10806,0.939,980,24,,-0.584,-0.391,0
111,House,14873,52,5,MD,100,D,0,1,"HOYER, Steny Hamilton",H000874,1939,,-0.381,0.122,-46.51692,0.95318,970,13,,-0.422,0.227,0
111,House,20921,52,1,MD,100,D,0,1,"KRATOVIL, Frank M., Jr.",K000371,1968,,-0.037,0.103,-351.22821,0.7,984,170,,-0.037,0.122,1
111,House,20329,52,2,MD,100,D,0,1,"RUPPERSBERGER, C. A. (Dutch)",R000576,1946,,-0.299,0.12,-68.17899,0.92989,938,23,,-0.333,0.167,0
111,House,20724,52,3,MD,100,D,0,1,"SARBANES, John",S001168,1962,,-0.466,-0.078,-43.25927,0.95638,970,13,,-0.411,-0.07,0
111,House,20330,52,8,MD,100,D,0,1,"VAN HOLLEN, Christopher",V000128,1959,,-0.396,-0.222,-35.32769,0.96413,967,8,,-0.408,0.031,0
111,House,29919,3,8,MA,100,D,0,1,"CAPUANO, Michael Everett",C001037,1952,,-0.58,-0.082,-52.26367,0.94259,884,19,,-0.472,-0.307,0
111,House,29731,3,10,MA,100,D,0,1,"DELAHUNT, Bill",D000210,1941,2024,-0.495,-0.293,-62.10396,0.929,842,22,,-0.492,0.01,0
111,House,14824,3,4,MA,100,D,0,1,"FRANK, Barney",F000339,1940,,-0.499,-0.534,-72.82066,0.926,946,30,,-0.532,-0.261,0
111,House,20119,3,9,MA,100,D,0,1,"LYNCH, Stephen F.",L000562,1955,,-0.344,0.049,-94.38356,0.90618,958,35,,-0.355,0.069,0
111,House,14435,3,7,MA,100,D,0,1,"MARKEY, Edward John",M000133,1946,,-0.516,-0.469,-67.129,0.93314,970,22,,-0.469,-0.366,0
111,House,29729,3,3,MA,100,D,0,1,"McGOVERN, James P.",M000312,1959,,-0.538,-0.341,-41.5746,0.95783,965,16,,-0.533,-0.162,0
111,House,15616,3,2,MA,100,D,0,1,"NEAL, Richard Edmund",N000015,1949,,-0.417,-0.106,-56.77703,0.94263,961,22,,-0.43,-0.042,0
111,House,29123,3,1,MA,100,D,0,1,"OLVER, John Walter",O000085,1936,2023,-0.577,-0.207,-40.69136,0.959,966,13,,-0.564,-0.195,0
111,House,29730,3,6,MA,100,D,0,1,"TIERNEY, John F.",T000266,1951,,-0.488,-0.433,-87.79336,0.912,957,29,,-0.46,-0.527,0
111,House,20754,3,5,MA,100,D,0,1,"TSONGAS, Nicola S. (Niki)",T000465,1946,,-0.396,-0.199,-58.68087,0.941,965,23,,-0.471,-0.265,1
111,House,90327,45,5,LA,200,R,0,1,"ALEXANDER, Rodney",A000361,1946,,0.331,0.408,-134.64482,0.868,953,49,,0.35,0.519,0
111,House,20514,45,7,LA,200,R,0,1,"BOUSTANY, Charles W.",B001255,1956,,0.392,0.308,-193.19048,0.817,957,102,,0.521,-0.182,0
111,House,20917,45,2,LA,200,R,0,1,"CAO, Anh (Joseph)",C001079,1967,,0.133,0.168,-301.172,0.722,926,123,,0.132,0.16,0
111,House,20919,45,6,LA,200,R,0,1,"CASSIDY, Bill",C001075,1957,,0.463,-0.046,-224.62973,0.79021,954,87,,0.487,-0.461,0
111,House,20918,45,4,LA,200,R,0,1,"FLEMING, John",F000456,1951,,0.59,0.022,-150.58698,0.857,978,72,,0.51,0.071,1
111,House,20513,45,3,LA,100,D,0,1,"MELANCON, Charles J.",M001161,1947,,-0.178,0.798,-229.09397,0.772,886,92,,-0.137,0.558,0
111,House,20759,45,1,LA,200,R,0,1,"SCALISE, Steve",S001176,1965,,0.558,0.168,-144.23424,0.86143,967,64,,0.564,0.03,0
111,House,20326,51,6,KY,100,D,0,1,"CHANDLER, A. B. (Ben)",C001058,1959,,-0.232,0.516,-127.12526,0.874,942,43,,-0.244,0.572,0
111,House,20511,51,4,KY,200,R,0,1,"DAVIS, Geoffrey C. (Geoff)",D000603,1958,,0.398,0.412,-152.03636,0.851,944,58,,0.406,0.45,0
111,House,20916,51,2,KY,200,R,0,1,"GUTHRIE, Brett",G000558,1964,,0.428,0.269,-149.99313,0.85835,982,68,,0.326,0.396,0
111,House,14854,51,5,KY,200,R,0,1,"ROGERS, Harold Dallas (Hal)",R000395,1937,,0.333,0.152,-152.51137,0.85479,972,54,,0.309,0.39,0
111,House,29525,51,1,KY,200,R,0,1,"WHITFIELD, Wayne Edward (Ed)",W000413,1943,,0.303,0.182,-246.9134,0.773,960,83,,0.293,0.304,0
111,House,20723,51,3,KY,100,D,0,1,"YARMUTH, John",Y000062,1947,,-0.378,-0.275,-53.3299,0.94585,958,19,,-0.357,-0.107,0
111,House,20915,32,2,KS,200,R,0,1,"JENKINS, Lynn",J000290,1963,,0.523,0.004,-189.42698,0.82537,987,67,,0.529,-0.301,0
111,House,29915,32,3,KS,100,D,0,1,"MOORE, Dennis",M001140,1945,2021,-0.267,0.159,-116.1518,0.887,969,29,,-0.263,0.071,0
111,House,29722,32,1,KS,200,R,0,1,"MORAN, Jerry",M000934,1954,,0.414,0.219,-165.27882,0.83425,912,77,,0.521,-0.154,0
111,House,29524,32,4,KS,200,R,0,1,"TIAHRT, Todd",T000260,1951,,0.449,0.341,-174.60369,0.823,897,74,,0.473,0.59,0
111,House,15014,22,5,IN,200,R,0,1,"BURTON, Danny Lee",B001149,1938,,0.585,-0.026,-134.37124,0.871,970,53,,0.564,0.015,0
111,House,29350,22,4,IN,200,R,0,1,"BUYER, Stephen Earle",B001203,1958,,0.435,0.192,-176.16393,0.815,862,80,,0.399,0.24,0
111,House,20757,22,7,IN,100,D,0,1,"CARSON, André",C001072,1974,,-0.435,0.03,-43.40648,0.95667,980,17,,-0.464,0.221,0
111,House,20717,22,2,IN,100,D,0,1,"DONNELLY, Joe",D000607,1955,,-0.119,0.435,-290.81784,0.74368,982,147,,-0.096,0.397,0
111,House,20718,22,8,IN,100,D,0,1,"ELLSWORTH, Brad",E000289,1958,,-0.106,0.612,-297.60948,0.732,955,142,,-0.108,0.442,1
111,House,29914,22,9,IN,100,D,0,1,"HILL, Baron P.",H001030,1953,,-0.121,0.137,-393.32206,0.662,955,189,,-0.062,-0.031,0
111,House,20117,22,6,IN,200,R,0,1,"PENCE, Mike",P000587,1959,,0.655,0.088,-98.42769,0.9,931,37,,0.632,0.036,0
111,House,29519,22,3,IN,200,R,1,1,"SOUDER, Mark Edward",S001143,1950,2022,0.435,-0.011,-185.30169,0.777,734,84,,0.431,0.171,0
111,House,21100,22,3,IN,200,R,2,2,"STUTZMAN, Marlin",S001188,1976,,0.728,-0.119,-5.15275,0.90735,53,1,,0.789,0.04,0
111,House,15124,22,1,IN,100,D,0,1,"VISCLOSKY, Peter",V000108,1949,,-0.402,0.244,-126.92638,0.87794,975,43,,-0.311,0.052,0
111,House,20509,21,8,IL,100,D,0,1,"BEAN, Melissa L.",B001253,1962,,-0.155,-0.063,-375.16424,0.674,952,128,,-0.176,-0.396,0
111,House,29912,21,13,IL,200,R,0,1,"BIGGERT, Judy Borg",B001232,1937,,0.323,-0.372,-226.51537,0.794,980,120,,0.277,-0.117,0
111,House,15453,21,12,IL,100,D,0,1,"COSTELLO, Jerry Francis",C000794,1949,,-0.317,0.657,-170.11017,0.836,947,60,,-0.288,0.479,0
111,House,29717,21,7,IL,100,D,0,1,"DAVIS, Danny K.",D000096,1941,,-0.487,-0.266,-64.03056,0.93284,921,25,,-0.464,-0.257,0
111,House,20749,21,14,IL,100,D,0,1,"FOSTER, Bill",F000454,1955,,-0.238,-0.224,-292.24636,0.74282,983,103,,-0.17,-0.23,0
111,House,29348,21,4,IL,100,D,0,1,"GUTIÉRREZ, Luis V.",G000535,1953,,-0.487,-0.26,-96.31582,0.89622,879,35,,-0.45,-0.325,0
111,House,20913,21,11,IL,100,D,0,1,"HALVORSON, Deborah L.",H001044,1958,,-0.183,0.027,-293.49757,0.742,982,95,,-0.181,-0.055,0
111,House,20716,21,17,IL,100,D,0,1,"HARE, Phil",H001040,1949,,-0.38,0.155,-53.07832,0.947,977,18,,-0.426,0.233,0
111,House,29585,21,2,IL,100,D,0,1,"JACKSON, Jesse L., Jr.",J000283,1965,,-0.538,-0.513,-68.09428,0.932,970,27,,-0.491,-0.203,0
111,House,20116,21,15,IL,200,R,0,1,"JOHNSON, Timothy V.",J000285,1946,2022,0.264,-0.52,-445.25705,0.627,954,193,,0.398,-0.917,0
111,House,20115,21,10,IL,200,R,0,1,"KIRK, Mark Steven",K000360,1959,,0.274,-0.647,-240.11557,0.771,921,105,,0.274,-0.591,0
111,House,20508,21,3,IL,100,D,0,1,"LIPINSKI, Daniel",L000563,1966,,-0.227,0.176,-153.88483,0.8526,965,55,,-0.251,0.564,0
111,House,29349,21,16,IL,200,R,0,1,"MANZULLO, Donald A.",M001138,1944,,0.51,0,-189.57637,0.823,974,84,,0.509,-0.089,0
111,House,20954,21,5,IL,100,D,2,2,"QUIGLEY, Mike",Q000023,1958,,-0.326,-0.231,-119.11673,0.8691,849,38,,-0.306,-0.459,0
111,House,20715,21,6,IL,200,R,0,1,"ROSKAM, Peter",R000580,1961,,0.429,0.018,-152.10032,0.85404,964,67,,0.482,-0.142,0
111,House,29346,21,1,IL,100,D,0,1,"RUSH, Bobby L.",R000515,1946,,-0.479,-0.203,-104.316,0.89113,905,33,,-0.363,-0.236,0
111,House,29911,21,9,IL,100,D,0,1,"SCHAKOWSKY, Janice D.",S001145,1944,,-0.602,-0.291,-48.19612,0.95167,973,21,,-0.518,-0.274,0
111,House,20914,21,18,IL,200,R,0,1,"SCHOCK, Aaron",S001179,1981,,0.311,0.185,-193.45607,0.815,946,83,,0.34,0.081,0
111,House,29718,21,19,IL,200,R,0,1,"SHIMKUS, John M.",S000364,1958,,0.375,0.154,-198.03081,0.81534,970,96,,0.467,-0.1,0
111,House,20912,63,1,ID,100,D,0,1,"MINNICK, Walt",M001175,1942,,0.088,-0.484,-542.52141,0.571,969,285,,0.091,-0.612,0
111,House,29910,63,2,ID,200,R,0,1,"SIMPSON, Michael K.",S001148,1950,,0.296,0.312,-241.81286,0.77835,965,96,,0.279,0.455,0
111,House,29721,31,3,IA,100,D,0,1,"BOSWELL, Leonard L.",B000652,1934,2018,-0.238,0.289,-94.15713,0.907,964,27,,-0.286,0.247,1
111,House,20719,31,1,IA,100,D,0,1,"BRALEY, Bruce",B001259,1957,,-0.31,-0.205,-87.35178,0.912,944,27,,-0.399,-0.113,0
111,House,20325,31,5,IA,200,R,0,1,"KING, Steve",K000362,1949,,0.613,0.171,-129.49601,0.87479,968,61,,0.666,0.329,0
111,House,29522,31,4,IA,200,R,0,1,"LATHAM, Thomas",L000111,1948,,0.302,0.308,-179.64721,0.83,966,69,,0.281,0.389,0
111,House,20720,31,2,IA,100,D,0,1,"LOEBSACK, Dave",L000565,1952,,-0.276,-0.027,-90.05994,0.91098,966,36,,-0.306,-0.166,1
111,House,15245,82,1,HI,100,D,1,1,"ABERCROMBIE, Neil",A000014,1938,,-0.432,-0.026,-29.75106,0.953,617,10,,-0.465,0.091,1
111,House,20961,82,1,HI,200,R,2,2,"DJOU, Charles",D000611,1970,,0.172,-0.181,-74.17922,0.693,202,31,,0.195,-0.405,1
111,House,20713,82,2,HI,100,D,0,1,"HIRONO, Mazie",H001042,1947,,-0.515,-0.1,-43.33421,0.95626,969,18,,-0.542,-0.018,0
111,House,20764,94,1,GU,100,D,,,"BORDALLO, Madeleine",B001245,1933,,,,,,,,,,,0
111,House,20507,44,12,GA,100,D,0,1,"BARROW, John",B001252,1955,,-0.119,0.46,-208.26651,0.807,970,65,,-0.187,0.538,0
111,House,29339,44,2,GA,100,D,0,1,"BISHOP, Sanford Dixon, Jr.",B000490,1947,,-0.287,0.447,-85.43469,0.91417,952,24,,-0.34,0.494,0
111,House,20753,44,10,GA,200,R,0,1,"BROUN, Paul C., Jr.",B001262,1946,,0.913,-0.408,-102.48444,0.898,956,32,,0.924,0.02,0
111,House,99342,44,9,GA,200,R,1,1,"DEAL, John Nathan",D000168,1942,,0.581,0.139,-98.2383,0.845,583,34,,0.606,-0.075,0
111,House,20319,44,11,GA,200,R,0,1,"GINGREY, Phil",G000550,1942,,0.561,0.272,-166.71608,0.84,957,79,,0.54,0.323,0
111,House,20962,44,9,GA,200,R,2,2,"GRAVES, Tom",G000560,1970,,0.716,-0.002,-19.02918,0.89915,179,7,,0.867,0.053,0
111,House,20712,44,4,GA,100,D,0,1,"JOHNSON, Hank",J000288,1954,,-0.477,-0.052,-71.71867,0.92609,934,23,,-0.427,0.104,1
111,House,29338,44,1,GA,200,R,0,1,"KINGSTON, Jack",K000220,1955,,0.54,0.302,-203.75006,0.811,971,98,,0.613,0.422,0
111,House,15431,44,5,GA,100,D,0,1,"LEWIS, John R.",L000287,1940,2020,-0.589,-0.221,-48.0566,0.94381,831,16,,-0.536,-0.401,0
111,House,29341,44,7,GA,200,R,0,1,"LINDER, John Elmer",L000321,1942,,0.559,-0.008,-167.79538,0.831,904,67,,0.651,-0.206,0
111,House,20317,44,8,GA,100,D,0,1,"MARSHALL, Jim",M001146,1948,,-0.119,0.803,-299.73006,0.733,966,136,,-0.135,0.889,1
111,House,20505,44,6,GA,200,R,0,1,"PRICE, Tom",P000591,1954,,0.644,-0.073,-137.96866,0.86678,965,63,,0.674,-0.058,0
111,House,20321,44,13,GA,100,D,0,1,"SCOTT, David",S001157,1945,,-0.304,0.169,-81.09135,0.92051,979,21,,-0.395,0.465,0
111,House,20506,44,3,GA,200,R,0,1,"WESTMORELAND, Lynn A.",W000796,1950,,0.672,0.189,-112.42085,0.884,911,46,,0.691,0.181,0
111,House,20758,43,9,FL,200,R,0,1,"BILIRAKIS, Gus",B001257,1963,,0.423,-0.032,-182.34678,0.82974,977,83,,0.368,-0.012,0
111,House,29713,43,2,FL,100,D,0,1,"BOYD, F. Allen, Jr.",B000716,1945,,-0.181,0.414,-180.62708,0.823,925,59,,-0.197,0.322,0
111,House,20313,43,5,FL,200,R,0,1,"BROWN-WAITE, Virginia (Ginny)",B001247,1943,,0.36,0.084,-228.71033,0.775,896,100,,0.341,0.026,0
111,House,29328,43,3,FL,100,D,0,1,"BROWN, Corrine",B000911,1946,,-0.429,0.192,-65.49288,0.933,939,25,,-0.432,0.134,0
111,House,20709,43,13,FL,200,R,0,1,"BUCHANAN, Vernon G.",B001260,1951,,0.362,-0.084,-195.05623,0.81596,959,91,,0.3,-0.069,0
111,House,20708,43,11,FL,100,D,0,1,"CASTOR, Kathy",C001066,1966,,-0.438,0.072,-37.21594,0.96106,937,11,,-0.434,-0.044,0
111,House,20111,43,4,FL,200,R,0,1,"CRENSHAW, Ander",C001045,1944,,0.333,0.337,-159.99904,0.846,954,60,,0.309,0.345,0
111,House,20959,43,19,FL,100,D,2,2,"DEUTCH, Theodore E. (Ted)",D000610,1966,,-0.401,-0.078,-16.18794,0.93175,229,7,,-0.364,-0.004,0
111,House,29336,43,21,FL,200,R,0,1,"DIAZ-BALART, Lincoln",D000299,1954,2025,0.243,-0.105,-202.11361,0.803,922,83,,0.221,0.141,0
111,House,20316,43,25,FL,200,R,0,1,"DIAZ-BALART, Mario",D000600,1961,,0.281,0.158,-205.12656,0.80833,964,83,,0.233,0.147,0
111,House,20908,43,8,FL,100,D,0,1,"GRAYSON, Alan",G000556,1958,,-0.363,-0.457,-92.08629,0.909,966,27,,-0.346,-0.182,0
111,House,29337,43,23,FL,100,D,0,1,"HASTINGS, Alcee Lamar",H000324,1936,2021,-0.564,0.157,-45.8226,0.95068,906,15,,-0.491,-0.064,0
111,House,20711,43,22,FL,100,D,0,1,"KLEIN, Ron",K000366,1957,,-0.265,0,-88.46076,0.912,964,27,,-0.265,-0.059,0
111,House,20911,43,24,FL,100,D,0,1,"KOSMAS, Suzanne M.",K000370,1944,,-0.163,-0.051,-229.48284,0.79,972,85,,-0.162,-0.064,0
111,House,20503,43,14,FL,200,R,0,1,"MACK, Connie, IV",M001155,1967,,0.601,-0.16,-143.77574,0.86,951,65,,0.59,-0.03,0
111,House,20358,43,17,FL,100,D,0,1,"MEEK, Kendrick B.",M001148,1966,,-0.363,0.108,-65.87639,0.931,927,25,,-0.328,0.198,0
111,House,29331,43,7,FL,200,R,0,1,"MICA, John L.",M000689,1943,,0.453,0.137,-178.38781,0.832,973,75,,0.401,0.335,0
111,House,20110,43,1,FL,200,R,0,1,"MILLER, Jefferson B. (Jeff)",M001144,1959,,0.633,0.155,-140.29606,0.866,972,68,,0.591,0.119,1
111,House,20909,43,15,FL,200,R,0,1,"POSEY, Bill",P000599,1947,,0.533,-0.353,-275.70955,0.75564,984,118,,0.386,0.03,0
111,House,20113,43,12,FL,200,R,0,1,"PUTNAM, Adam",P000586,1974,,0.414,0.14,-177.39825,0.826,929,86,,0.316,0.195,0
111,House,20910,43,16,FL,200,R,0,1,"ROONEY, Thomas J.",R000583,1970,,0.458,0.013,-217.59572,0.80034,977,94,,0.454,-0.041,1
111,House,15634,43,18,FL,200,R,0,1,"ROS-LEHTINEN, Ileana",R000435,1952,,0.244,-0.225,-193.0448,0.81399,938,80,,0.213,-0.072,0
111,House,15627,43,6,FL,200,R,0,1,"STEARNS, Clifford Bundy",S000822,1941,,0.554,-0.075,-186.07544,0.827,977,73,,0.554,-0.226,0
111,House,20504,43,20,FL,100,D,0,1,"WASSERMAN SCHULTZ, Debbie",W000797,1966,,-0.415,0.103,-44.48801,0.95397,944,14,,-0.425,0.063,0
111,House,29715,43,19,FL,100,D,1,1,"WEXLER, Robert",W000314,1961,,-0.392,-0.193,-29.93218,0.952,612,11,,-0.447,-0.034,0
111,House,13047,43,10,FL,200,R,0,1,"YOUNG, Charles William (Bill)",Y000031,1930,2013,0.325,-0.112,-191.36879,0.793,823,88,,0.267,0.202,0
111,House,29327,11,1,DE,200,R,0,1,"CASTLE, Michael Newbold",C000243,1939,,0.229,-0.7,-265.96624,0.764,986,118,,0.263,-0.751,0
111,House,21993,55,0,DC,100,D,,,"NORTON, Eleanor Holmes",N000147,1937,,-0.491,-0.114,-19.07067,0.91624,218,7,,-0.503,0.2,0
111,House,20706,1,2,CT,100,D,0,1,"COURTNEY, Joe",C001069,1953,,-0.337,0.041,-87.60934,0.91381,972,28,,-0.353,0.142,1
111,House,29109,1,3,CT,100,D,0,1,"DeLAURO, Rosa L.",D000216,1943,,-0.414,-0.107,-54.02499,0.94588,971,18,,-0.448,-0.052,0
111,House,20907,1,4,CT,100,D,0,1,"HIMES, James A.",H001047,1966,,-0.241,-0.21,-214.45329,0.79999,961,81,,-0.195,-0.266,0
111,House,29908,1,1,CT,100,D,0,1,"LARSON, John B.",L000557,1948,,-0.396,-0.038,-43.08507,0.95515,939,12,,-0.461,-0.031,0
111,House,20707,1,5,CT,100,D,0,1,"MURPHY, Christopher",M001169,1973,,-0.282,-0.238,-94.9262,0.90696,972,31,,-0.322,-0.061,0
111,House,20906,62,6,CO,200,R,0,1,"COFFMAN, Mike",C001077,1955,,0.492,-0.213,-179.94527,0.83116,973,74,,0.564,-0.105,1
111,House,29710,62,1,CO,100,D,0,1,"DeGETTE, Diana",D000197,1957,,-0.431,-0.308,-46.05438,0.95248,946,15,,-0.428,-0.035,0
111,House,20704,62,5,CO,200,R,0,1,"LAMBORN, Doug",L000564,1954,,0.665,0.257,-97.70473,0.9052,981,34,,0.711,0.095,1
111,House,20905,62,4,CO,100,D,0,1,"MARKEY, Betsy",M001172,1956,,-0.19,0.385,-215.37512,0.801,971,81,,-0.189,0.404,0
111,House,20705,62,7,CO,100,D,0,1,"PERLMUTTER, Ed",P000593,1953,,-0.282,0.072,-107.42635,0.89392,958,30,,-0.355,0.333,0
111,House,20904,62,2,CO,100,D,0,1,"POLIS, Jared",P000598,1975,,-0.278,-0.692,-158.91356,0.84932,973,45,,-0.371,-0.556,0
